id,lon,lat,angle,z_peak_first_copdem,z_peak_max_1km_copdem,x_peak_first_copdem,x_peak_max_1km_copdem,lu_peak_first_copdem,lu_peak_max_1km_copdem,z_peak_first_deltadtm,z_peak_max_1km_deltadtm,x_peak_first_deltadtm,x_peak_max_1km_deltadtm,lu_peak_first_deltadtm,lu_peak_max_1km_deltadtm,he,ev,doc,doc_used,x_doc,x_shoreline,ns,bs_deltadtm,bs_copdem,cs_deltadtm,cs_copdem,extraction_flag,tr_zone_width,coast_type_flag,veg_type,mdt,lu_trees,lu_shrub,lu_grass,lu_crop,lu_built,lu_barren,lu_snow,lu_water,lu_wet,lu_mangr,lu_moss,class_most,class_most_land
BOX_N28W096_0245,-94.922805,29.473915,129.559349,1.99,2.61,125.0,325.0,Built-up,Trees,0.94,1.42,100.0,225.0,Built-up,Grassland,1.56,0.78,9.25,1.65,-4000.0,55.2,0.00049,0.02094,0.03037,0.00072,0.00097,3,57.0,Sandy,,0.25,10.95,0.28,44.02,1.5,10.01,3.61,0.0,26.76,2.86,0.0,0.0,Grassland,Grassland
BOX_N28W096_0221,-94.877028,29.376479,11.571006,3.72,4.06,0.0,800.0,Trees,Trees,2.98,3.78,0.0,250.0,Trees,Barren / sparse vegetation,2.92,0.43,9.17,3.7,-50.0,-33.5,0.24532,0.08898,0.1101,0.14057,0.15538,3,48.7,Muddy,,0.26,1.22,0.14,1.25,0.16,0.39,6.47,0.0,63.64,26.74,0.0,0.0,Open water,Herbaceous wetland
BOX_N28W096_0071,-95.440811,28.852285,161.311236,0.59,1.21,275.0,750.0,Grassland,Herbaceous wetland,0.76,1.16,275.0,750.0,Grassland,Herbaceous wetland,0.33,0.24,11.31,8.72,-4000.0,211.1,0.00214,0.01196,0.01155,0.00228,0.00224,3,717.1,Sandy,Salt-marshes,0.27,0.27,0.0,8.51,0.21,0.98,2.45,0.0,41.95,45.63,0.0,0.0,Herbaceous wetland,Herbaceous wetland
BOX_N28W096_0024,-95.859592,28.644539,154.975568,1.83,1.86,-25.0,50.0,Barren / sparse vegetation,Herbaceous wetland,1.6,1.75,-25.0,50.0,Barren / sparse vegetation,Herbaceous wetland,0.33,0.35,11.31,10.73,-4000.0,-77.0,0.0028,0.03071,0.03512,0.00317,0.00323,3,48.5,Sandy,,0.27,0.0,0.0,2.73,0.0,0.0,1.99,0.0,74.96,20.32,0.0,0.0,Open water,Herbaceous wetland
BOX_N28W096_0037,-95.74369,28.701897,150.72073,1.26,1.26,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation,1.32,1.32,25.0,25.0,Grassland,Grassland,0.17,0.29,11.31,11.31,-3693.7,-21.6,0.00315,0.02825,0.05852,0.00347,0.00348,0,85.1,Muddy,,0.27,0.0,0.0,1.44,0.47,0.0,0.69,0.0,80.32,17.08,0.0,0.0,Open water,Herbaceous wetland
BOX_N28W098_0212,-96.210236,28.509745,327.403847,0.73,1.27,1150.0,1325.0,Herbaceous wetland,Grassland,0.93,1.13,1150.0,1250.0,Herbaceous wetland,Herbaceous wetland,0.79,0.26,11.31,3.73,-4000.0,487.7,0.00089,0.0014,0.00113,0.00096,0.00092,3,115.5,Vegetated,,0.26,0.0,0.0,2.82,0.0,0.0,1.49,0.0,78.1,17.59,0.0,0.0,Open water,Herbaceous wetland
BOX_N28W096_0005,-95.98874,28.625077,295.712429,0.55,,1500.0,,Herbaceous wetland,,0.62,0.62,400.0,400.0,Herbaceous wetland,Herbaceous wetland,-0.04,0.08,11.31,0.75,-600.0,-151.9,0.00228,0.00113,0.00048,0.00165,0.00075,3,175.0,Muddy,,0.27,0.02,0.0,2.77,0.0,0.32,2.45,0.0,38.53,55.91,0.0,0.0,Herbaceous wetland,Herbaceous wetland
BOX_N28W098_0172,-96.153318,28.6084,152.196178,1.16,2.75,250.0,425.0,Herbaceous wetland,Herbaceous wetland,1.18,1.29,250.0,500.0,Herbaceous wetland,Open water,0.55,0.16,11.31,1.73,-4000.0,112.5,0.00049,0.00855,0.00845,0.00075,0.00074,3,109.7,Sandy,,0.26,0.0,0.0,14.01,13.2,0.14,1.25,0.0,26.47,44.94,0.0,0.0,Herbaceous wetland,Herbaceous wetland
BOX_N28W098_0131,-96.239018,28.692683,152.944866,3.26,4.49,200.0,825.0,Grassland,Grassland,0.74,2.82,150.0,825.0,Grassland,Grassland,2.34,0.26,8.58,1.73,-3625.0,85.0,0.00054,0.01131,0.04475,0.00072,0.00138,3,89.4,Sandy,Salt-marshes,0.26,18.95,0.0,51.55,0.29,3.42,2.5,0.0,13.45,9.84,0.0,0.0,Grassland,Grassland
BOX_N28W098_0115,-96.379079,28.621111,148.7487,0.46,0.79,850.0,1200.0,Open water,Open water,0.74,0.89,850.0,1200.0,Open water,Open water,0.07,0.02,8.37,3.73,-4000.0,830.3,0.00083,0.03774,0.02655,0.00098,0.00092,3,,,,0.25,0.0,0.0,0.0,0.0,0.0,0.32,0.0,97.64,2.03,0.0,0.0,Open water,Herbaceous wetland
BOX_N28W098_0108,-96.441195,28.589793,149.938643,1.24,1.24,50.0,50.0,Grassland,Grassland,1.17,1.27,25.0,75.0,Built-up,Herbaceous wetland,0.34,0.22,8.01,3.73,-4000.0,3.6,0.001,0.05475,0.02699,0.00128,0.00129,3,47.2,,,0.25,0.0,0.08,0.41,0.0,0.25,0.11,0.0,92.85,6.29,0.0,0.0,Open water,Herbaceous wetland
BOX_N28W098_0042,-96.600671,28.240611,146.115922,1.57,3.31,100.0,675.0,Barren / sparse vegetation,Herbaceous wetland,1.43,2.05,100.0,675.0,Barren / sparse vegetation,Herbaceous wetland,0.83,0.46,7.76,7.76,-1397.6,37.5,0.00559,0.02291,0.02505,0.00632,0.0064,0,113.1,Sandy,Salt-marshes,0.23,0.15,0.0,3.41,0.0,0.0,1.62,0.0,48.6,46.22,0.0,0.0,Open water,Herbaceous wetland
BOX_N28W098_0099,-96.51969,28.551047,90.383157,2.73,2.73,300.0,300.0,Grassland,Grassland,0.32,0.56,275.0,400.0,Built-up,Barren / sparse vegetation,1.47,0.57,7.94,3.38,-1725.0,252.2,0.00185,0.01399,0.03762,0.00198,0.00315,3,67.5,,,0.24,2.9,0.19,40.89,3.68,2.49,2.48,0.0,30.18,17.18,0.0,0.0,Grassland,Grassland
BOX_N28W098_0023,-96.755536,28.13808,138.25007,1.65,3.32,75.0,225.0,Barren / sparse vegetation,Grassland,1.98,2.29,75.0,375.0,Barren / sparse vegetation,Grassland,0.5,0.7,7.44,7.44,-1429.2,12.5,0.00534,0.03174,0.02647,0.00644,0.00622,0,81.3,Sandy,Salt-marshes,0.22,0.01,0.02,17.54,0.0,0.0,1.93,0.0,24.38,56.11,0.0,0.0,Herbaceous wetland,Herbaceous wetland
BOX_N28W098_0017,-96.801391,28.102341,136.927857,2.05,3.21,125.0,300.0,Barren / sparse vegetation,Grassland,1.72,2.19,125.0,550.0,Barren / sparse vegetation,Grassland,1.0,0.37,7.31,7.31,-1369.1,62.5,0.00527,0.0275,0.03284,0.0062,0.00642,0,75.0,Sandy,Salt-marshes,0.21,0.0,0.0,21.23,0.0,0.0,2.1,0.0,51.15,25.52,0.0,0.0,Open water,Herbaceous wetland
BOX_N26W098_0226,-96.987627,27.92606,126.581739,2.32,2.41,125.0,275.0,Grassland,Grassland,2.14,2.14,150.0,150.0,Grassland,Grassland,1.08,0.3,6.55,6.55,-957.2,37.5,0.00685,0.01904,0.0265,0.00809,0.00844,0,117.0,Sandy,Salt-marshes,0.2,0.0,0.0,21.05,0.0,0.01,2.11,0.0,63.26,13.56,0.0,0.0,Open water,Grassland
BOX_N26W098_0203,-97.115111,27.752796,122.814977,3.47,3.47,150.0,150.0,Grassland,Grassland,2.3,2.3,125.0,125.0,Barren / sparse vegetation,Barren / sparse vegetation,0.98,0.41,6.5,6.5,-987.1,62.5,0.00644,0.03682,0.03969,0.00815,0.009,0,88.6,Sandy,Salt-marshes,0.19,0.0,0.0,4.77,1.27,0.76,6.92,0.0,66.57,19.71,0.0,0.0,Open water,Herbaceous wetland
BOX_N26W098_0192,-97.172486,27.667713,116.985308,3.56,3.79,75.0,125.0,Shrubland,Grassland,1.68,1.81,50.0,125.0,Shrubland,Grassland,0.81,0.16,6.91,6.91,-1264.1,-12.5,0.00573,0.02692,0.04064,0.00674,0.00801,0,63.2,Sandy,Salt-marshes,0.19,0.0,0.32,7.83,0.0,1.22,4.78,0.0,43.88,41.96,0.0,0.0,Open water,Herbaceous wetland
BOX_N26W098_0186,-97.199657,27.619279,114.907845,8.45,8.45,175.0,175.0,Grassland,Grassland,0.86,0.86,150.0,150.0,Grassland,Grassland,0.94,0.47,7.12,7.12,-1190.9,12.5,0.00613,0.00627,0.052,0.00615,0.01159,0,56.2,Sandy,,0.19,2.09,0.0,11.18,0.14,9.4,11.06,0.0,49.63,16.5,0.0,0.0,Open water,Herbaceous wetland
BOX_N26W098_0175,-97.246858,27.529363,113.678047,6.43,6.43,150.0,150.0,Barren / sparse vegetation,Barren / sparse vegetation,2.47,2.47,125.0,125.0,Barren / sparse vegetation,Barren / sparse vegetation,1.35,0.38,7.47,7.47,-1272.3,62.5,0.00579,0.03959,0.07348,0.0073,0.00995,0,91.8,Sandy,Mangroves,0.19,0.0,0.44,23.33,0.0,0.35,3.11,0.0,49.92,22.86,0.0,0.0,Open water,Grassland
BOX_N26W098_0148,-97.340575,27.300864,103.903622,4.19,4.19,150.0,150.0,Grassland,Grassland,2.73,2.73,150.0,150.0,Grassland,Grassland,0.36,0.52,8.14,8.14,-1450.6,62.5,0.00555,0.03119,0.04791,0.00696,0.00787,0,44.3,Sandy,,0.19,0.0,0.01,21.64,0.0,0.0,1.77,0.0,41.36,35.21,0.0,0.0,Open water,Herbaceous wetland
BOX_N26W098_0138,-97.362254,27.212742,99.081022,3.27,3.27,125.0,125.0,Grassland,Grassland,1.58,1.58,175.0,175.0,Grassland,Grassland,0.52,0.37,8.33,8.33,-1356.5,37.5,0.00617,0.01152,0.03735,0.00665,0.00801,0,46.0,Sandy,Salt-marshes,0.19,0.0,0.0,23.14,0.07,0.0,2.01,0.0,45.0,29.78,0.0,0.0,Open water,Herbaceous wetland
BOX_N26W098_0125,-97.376079,27.09614,91.986841,4.9,4.9,175.0,175.0,Barren / sparse vegetation,Barren / sparse vegetation,2.48,2.66,175.0,350.0,Barren / sparse vegetation,Grassland,1.19,0.86,8.54,8.54,-1307.4,99.0,0.00626,0.03259,0.06442,0.00761,0.00924,0,81.1,Sandy,,0.19,0.0,0.0,14.35,0.0,0.0,1.64,0.0,73.62,10.39,0.0,0.0,Open water,Grassland
BOX_N26W098_0105,-97.370412,26.91587,83.161381,4.61,4.61,175.0,175.0,Grassland,Grassland,1.92,1.92,175.0,175.0,Grassland,Grassland,0.93,0.1,8.78,8.78,-1418.8,112.5,0.0059,0.03065,0.07377,0.00687,0.00856,0,82.5,Sandy,,0.19,0.0,0.0,22.59,0.0,0.0,14.22,0.0,11.39,51.8,0.0,0.0,Herbaceous wetland,Herbaceous wetland
BOX_N26W098_0095,-97.354742,26.826754,77.601168,5.2,5.2,150.0,150.0,Grassland,Grassland,2.0,2.0,175.0,175.0,Grassland,Grassland,0.72,0.14,8.86,8.86,-1060.2,87.5,0.00795,0.02281,0.08315,0.009,0.01183,0,62.0,Sandy,Salt-marshes,0.19,0.0,0.07,20.75,0.0,0.0,14.44,0.0,10.62,54.12,0.0,0.0,Herbaceous wetland,Herbaceous wetland
BOX_N26W098_0068,-97.28596,26.591131,70.348714,1.56,1.56,150.0,150.0,Barren / sparse vegetation,Barren / sparse vegetation,1.35,1.35,150.0,150.0,Barren / sparse vegetation,Barren / sparse vegetation,0.29,0.17,10.83,10.83,-1839.6,133.6,0.00563,0.08202,0.09045,0.00626,0.00637,0,81.1,Sandy,,0.2,0.0,0.05,11.62,0.0,0.0,32.81,0.0,12.01,43.51,0.0,0.0,Herbaceous wetland,Herbaceous wetland
BOX_N26W098_0053,-97.24064,26.462101,73.740271,5.16,5.16,100.0,100.0,Barren / sparse vegetation,Barren / sparse vegetation,2.24,2.24,100.0,100.0,Barren / sparse vegetation,Barren / sparse vegetation,0.31,0.24,10.86,10.86,-1689.9,37.5,0.00644,0.03585,0.08255,0.00747,0.0091,0,67.7,Sandy,,0.2,0.0,0.6,3.14,0.0,0.0,62.81,0.0,24.32,9.13,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26W098_0049,-97.230119,26.427262,74.285746,3.36,5.2,50.0,200.0,Shrubland,Barren / sparse vegetation,2.7,2.7,50.0,50.0,Shrubland,Shrubland,0.56,0.43,10.87,10.87,-2090.3,-12.5,0.00536,0.04316,0.05373,0.00646,0.00677,0,104.2,Sandy,,0.2,0.0,5.89,11.64,0.0,0.0,31.54,0.0,33.9,17.02,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N26W098_0032,-97.19152,26.277848,77.891106,5.11,5.11,25.0,25.0,Barren / sparse vegetation,Barren / sparse vegetation,1.34,1.34,50.0,50.0,Barren / sparse vegetation,Barren / sparse vegetation,0.23,0.13,10.9,10.9,-1963.0,-37.5,0.0058,0.01536,0.08184,0.00621,0.00819,0,129.2,Muddy,,0.21,0.0,0.25,1.6,0.0,0.0,24.6,0.0,66.45,7.1,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N26W098_0015,-97.1659,26.126197,81.30937,4.88,4.88,175.0,175.0,Built-up,Built-up,1.33,1.5,100.0,325.0,Grassland,Built-up,0.98,0.11,10.92,10.92,-1930.8,62.5,0.00561,0.03541,0.04341,0.00616,0.00763,0,91.3,Sandy,,0.22,0.12,0.0,1.49,0.08,9.72,2.7,0.0,85.79,0.04,0.05,0.0,Open water,Built-up
BOX_N24W098_0481,-97.14838,25.981502,85.00671,2.0,2.0,100.0,100.0,Grassland,Grassland,1.05,1.05,75.0,75.0,Barren / sparse vegetation,Barren / sparse vegetation,0.35,0.14,12.05,12.05,-2683.4,11.2,0.00457,0.01647,0.02109,0.00484,0.00514,0,66.8,Vegetated,,0.23,0.03,2.26,10.53,0.0,0.18,16.61,0.0,53.97,16.42,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N24W098_0470,-97.145999,25.882334,93.061458,0.68,1.99,0.0,175.0,Barren / sparse vegetation,Barren / sparse vegetation,0.92,1.5,-25.0,225.0,Barren / sparse vegetation,Grassland,0.26,0.35,12.09,11.78,-4000.0,-45.5,0.00304,0.04471,0.0163,0.00326,0.00318,3,151.2,Sandy,Salt-marshes,0.24,0.0,0.85,10.95,0.01,0.0,15.99,0.0,42.92,29.28,0.0,0.0,Open water,Herbaceous wetland
BOX_N24W098_0415,-97.325482,25.419881,117.615242,0.76,3.04,175.0,950.0,Barren / sparse vegetation,Barren / sparse vegetation,0.97,2.14,125.0,950.0,Barren / sparse vegetation,Barren / sparse vegetation,0.53,0.59,11.69,9.37,-4000.0,37.5,0.00238,0.01113,0.00552,0.00257,0.00249,3,97.3,Sandy,Salt-marshes,0.32,0.47,5.64,27.46,0.01,0.0,47.9,0.0,13.55,4.97,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24W098_0604,-97.515956,25.066448,282.718734,1.55,1.55,-950.0,-950.0,Herbaceous wetland,Herbaceous wetland,0.85,1.07,500.0,775.0,Grassland,Barren / sparse vegetation,0.62,0.08,11.5,11.5,-3635.7,365.1,0.00294,0.00627,0.04111,0.00305,0.00495,0,3094.4,Muddy,,0.37,0.0,0.02,11.34,0.0,0.06,6.98,0.0,79.05,2.54,0.0,0.0,Open water,Grassland
BOX_N24W098_0369,-97.412431,25.344394,115.544795,1.75,1.75,350.0,350.0,Barren / sparse vegetation,Barren / sparse vegetation,,,,,,,,,11.64,,,,,,0.08855,,0.00231,13,4194.5,Muddy,,0.33,0.71,0.2,3.65,0.0,0.67,13.15,0.0,80.15,1.47,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N24W098_0337,-97.48415,25.412122,125.948973,8.93,8.93,-575.0,-575.0,Grassland,Grassland,2.45,2.45,-700.0,-700.0,Grassland,Grassland,1.11,0.33,11.65,0.95,-4000.0,-747.9,0.00037,0.05124,0.05138,0.00111,0.00296,3,58.8,Muddy,Salt-marshes,0.33,9.02,0.19,3.44,0.99,0.0,1.35,0.0,81.29,3.72,0.0,0.0,Open water,Trees
BOX_N24W098_0313,-97.547788,25.333667,61.72359,7.08,7.08,-675.0,-675.0,Trees,Trees,0.72,0.72,-750.0,-750.0,Barren / sparse vegetation,Barren / sparse vegetation,0.43,0.2,11.61,1.15,-2825.0,-812.5,0.0007,0.01152,0.05152,0.00103,0.00395,3,71.0,Sandy,Salt-marshes,0.34,3.68,7.06,30.21,0.01,0.14,13.33,0.0,35.6,9.96,0.0,0.0,Open water,Grassland
BOX_N24W098_0279,-97.674177,25.371731,155.211814,0.65,0.65,-275.0,-275.0,Herbaceous wetland,Herbaceous wetland,0.34,0.34,-300.0,-300.0,Herbaceous wetland,Herbaceous wetland,2.41,1.67,11.62,11.62,-2139.5,-319.6,0.00652,0.01741,0.01036,0.00664,0.00672,0,48.4,Muddy,Salt-marshes,0.34,5.09,21.05,42.2,0.05,0.03,6.04,0.0,15.2,10.34,0.0,0.0,Grassland,Grassland
BOX_N24W098_0250,-97.775733,25.267444,116.107061,5.82,6.43,475.0,800.0,Shrubland,Barren / sparse vegetation,0.95,2.6,625.0,1325.0,Barren / sparse vegetation,Shrubland,3.17,1.95,11.58,2.92,-3600.0,393.6,0.0008,0.00412,0.06607,0.00098,0.00221,3,204.0,,,0.36,3.25,22.93,23.34,24.08,0.02,10.91,0.0,15.18,0.29,0.0,0.0,Cropland,Cropland
BOX_N24W098_0226,-97.706293,25.120664,92.827326,2.51,2.51,125.0,125.0,Cropland,Cropland,2.01,2.24,150.0,225.0,Grassland,Grassland,1.97,0.13,11.53,3.74,-3475.0,77.8,0.00113,0.02788,0.05256,0.00166,0.00181,3,47.2,Sandy,Salt-marshes,0.37,0.37,9.7,34.94,16.06,0.03,7.12,0.0,9.85,21.94,0.0,0.0,Grassland,Grassland
BOX_N24W098_0197,-97.677269,24.94481,50.878887,1.42,1.78,700.0,825.0,Barren / sparse vegetation,Shrubland,1.54,1.54,750.0,750.0,Barren / sparse vegetation,Barren / sparse vegetation,2.02,0.8,11.46,11.46,-42.6,374.1,0.02813,0.00411,0.00437,0.01674,0.0177,0,2418.8,Muddy,Salt-marshes,0.39,23.04,27.1,10.7,0.0,0.0,8.23,0.0,18.69,12.23,0.0,0.0,Shrubland,Shrubland
BOX_N24W098_0161,-97.73909,24.846696,14.04915,2.41,2.41,100.0,100.0,Barren / sparse vegetation,Barren / sparse vegetation,0.67,0.86,100.0,650.0,Barren / sparse vegetation,Barren / sparse vegetation,0.8,0.08,10.4,,,-281.4,,0.00175,0.00782,,,3,444.6,Muddy,,0.39,2.29,3.69,7.66,0.0,0.02,15.03,0.0,28.26,43.04,0.0,0.0,Herbaceous wetland,Herbaceous wetland
BOX_N24W098_0123,-97.711559,24.640167,103.868547,0.84,3.48,-475.0,0.0,Herbaceous wetland,Trees,1.01,1.22,-450.0,-25.0,Barren / sparse vegetation,Built-up,0.9,0.6,10.39,10.39,-1429.6,-495.2,0.0114,0.02225,0.04177,0.0119,0.01205,0,68.3,Sandy,Salt-marshes,0.4,10.61,28.54,31.68,0.0,1.53,9.41,0.0,7.33,10.9,0.0,0.0,Grassland,Grassland
BOX_N24W098_0083,-97.843268,24.537778,227.748856,2.5,3.39,-75.0,350.0,Barren / sparse vegetation,Grassland,2.36,2.36,-50.0,-50.0,Barren / sparse vegetation,Barren / sparse vegetation,1.24,1.03,10.39,,,-137.5,,0.02692,0.04005,,,3,134.4,Muddy,,0.4,4.7,6.32,5.34,0.01,0.09,14.75,0.0,67.83,0.96,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N24W098_0731,-97.811081,24.353607,11.666537,4.73,4.9,500.0,550.0,Shrubland,Shrubland,0.72,1.03,500.0,1250.0,Shrubland,Herbaceous wetland,1.01,0.27,10.38,3.44,-4000.0,312.5,0.00086,0.00386,0.02523,0.00098,0.00187,3,169.3,Muddy,Salt-marshes,0.41,1.95,31.88,21.58,0.0,0.26,15.91,0.0,21.49,6.92,0.0,0.0,Shrubland,Shrubland
BOX_N24W098_0029,-97.755783,24.245649,98.742465,2.99,2.99,200.0,200.0,Shrubland,Shrubland,0.76,0.83,200.0,750.0,Shrubland,Grassland,2.61,4.22,10.38,1.74,-1225.0,162.5,0.00144,0.02021,0.07966,0.00193,0.0035,3,29.5,Vegetated,Salt-marshes,0.41,17.7,40.04,24.32,0.0,0.09,1.94,0.0,10.96,4.94,0.0,0.0,Shrubland,Shrubland
BOX_N24W098_0008,-97.780772,24.062962,49.901025,2.06,3.95,-325.0,-75.0,Open water,Shrubland,0.36,0.81,-325.0,-25.0,Open water,Shrubland,1.66,4.27,10.37,10.37,-828.7,-751.2,0.13716,0.00084,0.00482,0.02181,0.02191,0,819.2,Sandy,Mangroves,0.41,16.29,28.39,11.21,7.34,0.01,10.69,0.0,6.86,19.22,0.0,0.0,Shrubland,Shrubland
BOX_N22W098_0318,-97.735817,23.769249,95.812341,3.25,3.55,425.0,525.0,Grassland,Mangroves,1.4,1.4,225.0,225.0,Grassland,Grassland,1.09,0.79,10.36,10.36,-3437.4,137.5,0.00297,0.01603,0.0113,0.00328,0.00359,0,327.1,Sandy,,0.41,10.03,6.43,14.83,0.06,0.12,6.33,0.0,53.91,3.63,4.66,0.0,Open water,Grassland
BOX_N22W098_0269,-97.769516,23.327892,90.553013,2.32,11.58,150.0,800.0,Mangroves,Trees,1.92,10.01,150.0,950.0,Mangroves,Grassland,13.94,48.83,10.13,10.13,-2335.9,112.5,0.00424,0.05109,0.06195,0.00495,0.00511,0,48.3,Sandy,Mangroves,0.4,18.39,0.07,64.83,0.25,0.01,1.79,0.0,10.2,0.64,3.82,0.0,Grassland,Grassland
BOX_N22W098_0229,-97.762894,22.96673,89.740991,1.65,3.11,0.0,775.0,Barren / sparse vegetation,Grassland,0.78,3.22,0.0,775.0,Barren / sparse vegetation,Grassland,8.0,22.68,10.11,10.11,-594.7,-37.5,0.01861,0.02071,0.04392,0.01874,0.02021,0,46.6,Sandy,Mangroves,0.39,7.0,0.97,64.21,11.26,0.22,2.91,0.0,7.44,0.21,5.78,0.0,Grassland,Grassland
BOX_N22W098_0198,-97.851932,22.72112,99.657322,0.93,1.91,625.0,1000.0,Mangroves,Built-up,0.67,0.72,325.0,975.0,Mangroves,Built-up,0.56,0.22,10.1,10.1,-3171.9,302.4,0.00298,0.02968,0.05833,0.00315,0.00297,0,43.1,Vegetated,Mangroves,0.38,4.0,0.21,13.78,0.16,2.34,10.02,0.0,34.99,2.07,32.43,0.0,Open water,Mangroves
BOX_N22W098_0008,-97.857973,22.560129,106.048276,1.18,1.18,225.0,225.0,Grassland,Grassland,0.46,0.46,225.0,225.0,Grassland,Grassland,0.62,0.42,10.09,10.09,-594.5,187.5,0.01324,0.01219,0.03139,0.01319,0.01407,0,47.2,Sandy,,0.38,1.7,0.51,19.3,0.0,0.0,13.39,0.0,21.89,2.99,40.21,0.0,Mangroves,Mangroves
BOX_N22W098_0117,-97.761641,22.097039,71.195196,16.19,20.8,400.0,600.0,Trees,Mangroves,8.96,9.3,400.0,450.0,Trees,Trees,22.15,162.55,10.43,10.43,-25.5,337.5,0.02948,0.14328,0.25899,0.04619,0.06319,0,85.7,Sandy,,0.36,26.29,0.0,32.92,2.59,0.33,0.68,0.0,30.16,0.0,7.01,0.0,Grassland,Grassland
BOX_N20W098_0179,-97.47395,21.688141,42.833811,6.08,11.51,-175.0,350.0,Barren / sparse vegetation,Trees,4.61,9.59,-175.0,25.0,Barren / sparse vegetation,Trees,4.89,2.68,10.52,10.52,-1900.3,-212.5,0.00639,0.12298,0.16206,0.00892,0.00977,0,111.1,Sandy,,0.35,54.89,9.86,23.39,0.0,0.09,2.88,0.0,5.04,3.85,0.0,0.0,Trees,Trees
BOX_N20W098_0129,-97.417186,21.31084,100.991878,3.02,5.63,200.0,950.0,Shrubland,Trees,1.91,2.45,125.0,675.0,Shrubland,Trees,1.93,0.15,10.58,10.58,-805.7,37.5,0.01287,0.02179,0.01859,0.01371,0.01379,0,136.8,Sandy,,0.34,15.69,4.7,26.13,0.31,0.08,1.33,0.0,48.24,3.51,0.01,0.0,Open water,Grassland
BOX_N20W098_0080,-97.461415,21.603217,232.012296,,,,,,,,,,,,,,,10.54,,,,,,,,,13,58.9,Vegetated,Mangroves,0.34,41.52,0.18,40.35,0.0,0.0,0.02,0.0,5.48,4.54,7.91,0.0,Trees,Trees
BOX_N20W098_0529,-97.724735,21.988183,243.783165,,,,,,,,,,,,,,,10.45,,,,,,,,,13,44.7,Vegetated,,0.36,2.81,0.0,0.55,0.0,0.03,0.92,0.0,84.03,0.0,11.66,0.0,Open water,Mangroves
BOX_N20W098_0498,-97.695484,21.745944,82.15456,,,,,,,,,,,,,,,10.5,,,,,,,,,13,56.4,Vegetated,,0.35,7.72,0.0,81.59,5.13,0.06,0.11,0.0,4.83,0.08,0.47,0.0,Grassland,Grassland
BOX_N20W098_0448,-97.50734,21.41485,82.535683,0.33,1.53,325.0,1200.0,Mangroves,Grassland,0.28,1.5,325.0,1175.0,Mangroves,Grassland,1.2,0.28,10.56,,,278.6,,0.00602,0.00407,,,3,2588.5,Vegetated,Mangroves,0.34,0.23,0.17,76.25,1.05,0.0,0.09,0.0,2.88,3.91,15.43,0.0,Grassland,Grassland
BOX_N20W098_0400,-97.336113,21.030303,66.870904,7.0,9.13,125.0,575.0,Trees,Trees,1.73,2.99,75.0,350.0,Grassland,Trees,0.92,0.74,10.78,3.71,-1500.0,-62.5,0.00277,0.01256,0.03732,0.00362,0.00676,3,132.1,Sandy,Mangroves,0.33,12.4,0.0,2.25,0.0,0.5,3.8,0.0,36.87,0.98,43.21,0.0,Mangroves,Mangroves
BOX_N20W098_0355,-97.173696,20.657373,61.329336,5.92,28.1,150.0,725.0,Grassland,Grassland,5.58,14.89,150.0,1000.0,Grassland,Grassland,22.55,126.38,10.74,10.74,-2048.2,87.5,0.00516,0.08924,0.09472,0.00755,0.0077,0,62.5,Vegetated,,0.34,22.93,0.43,65.57,0.38,0.19,0.19,0.0,10.31,0.0,0.0,0.0,Grassland,Grassland
BOX_N20W098_0317,-96.937841,20.397727,49.59451,4.32,4.32,125.0,125.0,Shrubland,Shrubland,2.84,3.39,75.0,400.0,Barren / sparse vegetation,Grassland,6.8,14.7,10.41,10.41,-942.1,37.5,0.01091,0.07567,0.04937,0.0133,0.01406,0,65.4,Vegetated,Mangroves,0.34,23.73,1.4,61.07,0.44,0.37,1.03,0.0,8.88,0.0,3.07,0.0,Grassland,Grassland
BOX_N20W098_0262,-96.592793,20.023204,51.377501,4.36,7.43,25.0,575.0,Grassland,Trees,4.51,4.51,25.0,25.0,Grassland,Grassland,6.02,64.63,10.4,10.4,-1098.1,-37.5,0.01007,0.07217,0.06977,0.01352,0.01339,0,64.3,Sandy,,0.33,21.92,0.2,51.07,0.03,0.06,1.56,0.0,7.67,3.62,13.88,0.0,Grassland,Grassland
BOX_N18W098_0094,-96.395618,19.647398,77.825781,5.62,6.43,250.0,600.0,Grassland,Mangroves,4.21,4.21,225.0,225.0,Grassland,Grassland,6.74,13.28,10.54,10.54,94.4,99.9,1.9669,0.03367,0.03743,0.11509,0.10563,5,126.0,Sandy,,0.31,10.53,0.16,44.61,10.6,0.21,2.0,0.0,26.66,0.32,4.91,0.0,Grassland,Grassland
